User Input,Mapped Function,Model Output,Latency (s)
I want to epoch the data.,"{""text"": ""Which event do you want to use for epoching?""}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802, 803], 'start_time': -0.5}}]",1.91
Epoch it,"{""text"": ""What event should be used to create epochs?""}","[{'text': 'Epoch refers to the number of iterations or cycles through the entire dataset. During each epoch, the model learns from the entire dataset and updates its internal parameters to improve its performance on the task at hand.'}]",0.48
Can you segment the data into trials?,"{""text"": ""Which event label should I use to create the epochs?""}",[{'command': 'Import Data'}],0.11
I'd like to split the data into epochs.,"{""text"": ""Please specify the event you want to use for epoching.""}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802, 803], 'start_time': -0.5}}]",1.81
Do epoching please,"{""text"": ""What event do you want to epoch the data on?""}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802, 803], 'start_time': -0.5}}]",1.87
Can you do epoch segmentation,"{""text"": ""Which event should the data be segmented by?""}","[{'command': 'Time Epoch', 'parameters': {'event': [800, 801, 802, 803]}}]",1.95
Cut EEG into trials,"{""text"": ""Which event should I use to define the trials?""}","[{'text': 'Sure, you can divide your EEG data into training and validation sets for model training. The exact split ratio will depend on the specific dataset and the chosen model.'}]",0.49
Epoch the signal for me.,"{""text"": ""Please provide the event to use for epoching.""}",[{'text': 'Epoch the signal for me.'}],0.92
Let's do event-based segmentation.,"{""text"": ""Which event would you like to segment by?""}","[{'command': 'Time Epoch', 'parameters': {'event': [800, 801, 802, 803]}}]",1.67
Divide the data into time windows.,"{""text"": ""Are you referring to epochs? If so, which event should be used?""}","[{'text': 'Do you want to perform Normalize, Time Epoch, Resample, or Filtering?'}]",1.61
Can I see the performance?,"{""text"": ""Do you want to see accuracy, AUC, or kappa value?""}",[{'text': 'Do you want to perform Performance Table?'}],1.56
I want to know how the model did.,"{""text"": ""Would you like a confusion matrix or a performance table?""}","[{'text': 'The model performance is displayed in the evaluation section. The accuracy, loss, AUC, and kappa value are provided in the form of a table. The confusion matrix shows the classification results for each class. The model weight export provides the trained weights for each feature.'}]",0.56
Show me the evaluation result.,"{""text"": ""Do you want to see the confusion matrix, performance table, or export the model output?""}",[{'text': 'Confusion matrix: \\n'}],4.25
Evaluate the model for me.,"{""text"": ""Which evaluation would you like? (e.g., accuracy, confusion matrix, AUC)""}",[{'text': 'Do you want to perform Performance Table?'}],0.62
How did the training go?,"{""text"": ""Would you like to see accuracy, AUC, or the confusion matrix?""}",[{'text': 'Do you want to perform Training Manager?'}],1.61
Can I get a summary of results?,"{""text"": ""Do you mean a performance table, confusion matrix, or something else?""}",[],13.34
Give me model output.,"{""text"": ""Do you want to export the model output or view evaluation metrics?""}",[{'text': 'Do you want to perform Performance Table?'}],0.58
Check the result,"{""text"": ""Would you like to see accuracy, AUC, or the confusion matrix?""}","[{'text': 'Sure, here are the results of your request: ...'}]",0.24
I want to see how it performs,"{""text"": ""Do you mean performance table or confusion matrix?""}","[{'text': ""Sure, here's how this software can help you visualize the EEG signals:\n\n* **Chunk 88**: This section focuses on analyzing EEG signals and is heavily focused on visual analysis. The software offers various tools and methods for visualizing EEG signals, including saliency maps, topographic maps, and 3D saliency plots. These tools help you identify areas of increased and decreased activity in the brain, which can provide insights into the underlying cognitive processes.\n\n\n* **Chunk 18**: This section provides a comprehensive overview of EEG research, including statistics, methodologies, and data analysis techniques. It also includes a wealth of resources, such as handbooks, journal papers, and conference presentations, that researchers can use to learn more about EEG research.\n\n\n* **Additional Notes**: The software also provides a wealth of information about the EEG signals, including their physiological basis, different recording techniques, and clinical applications. This information can be helpful for researchers and clinicians who want to learn more about EEG research.""}]",1.77
Can you show test results?,"{""text"": ""Should I show a performance table or confusion matrix?""}",[],12.64
Can I see the saliency?,"{""text"": ""Which saliency plot do you want to see? Saliency map or saliency topographic map?""}",[{'text': 'Which saliency plot do you want to see? Saliency map or saliency topographic map?'}],0.86
