User Input,Mapped Function,Model Output,Latency (s)
I want to epoch the data.,"{""text"": ""Which event do you want to use for epoching?""}",[{'text': 'Which event do you want to use for epoching?'}],1.00
Epoch it,"{""text"": ""What event should be used to create epochs?""}",[{'text': 'Epoch is a sequence of time points at which data is divided into smaller segments for training the model.'}],0.42
Can you segment the data into trials?,"{""text"": ""Which event label should I use to create the epochs?""}",[{'command': 'Import Data'}],0.19
I'd like to split the data into epochs.,"{""text"": ""Please specify the event you want to use for epoching.""}",[{'text': 'Do you want to perform Time Epoch?'}],1.42
Do epoching please,"{""text"": ""What event do you want to epoch the data on?""}",[{'text': 'Do you want to perform Time Epoch?'}],1.34
Can you do epoch segmentation,"{""text"": ""Which event should the data be segmented by?""}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [1, 2, 3], 'start_time': -0.5}}]",2.84
Cut EEG into trials,"{""text"": ""Which event should I use to define the trials?""}","[{'text': 'Sure, you can divide your EEG data into trials by using a specific window size and step size. This allows you to train a model on each trial independently and then combine the results of all the trials to make a final prediction.'}]",0.60
Epoch the signal for me.,"{""text"": ""Please provide the event to use for epoching.""}",[{'text': 'Epoch has been successfully created.'}],1.00
Let's do event-based segmentation.,"{""text"": ""Which event would you like to segment by?""}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [1, 2], 'start_time': -0.5}}]",1.74
Divide the data into time windows.,"{""text"": ""Are you referring to epochs? If so, which event should be used?""}","[{'text': 'Do you want to perform Filtering, Normalize, or Resample?'}]",1.82
Can I see the performance?,"{""text"": ""Do you want to see accuracy, AUC, or kappa value?""}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",1.80
I want to know how the model did.,"{""text"": ""Would you like a confusion matrix or a performance table?""}","[{'text': ""The model's performance is evaluated using various metrics such as accuracy, loss, AUC, and kappa value. These metrics provide insights into the model's ability to correctly classify the target data.""}]",0.44
Show me the evaluation result.,"{""text"": ""Do you want to see the confusion matrix, performance table, or export the model output?""}",[{'text': 'Confusion matrix:\\n[…]\\n'}],5.33
Evaluate the model for me.,"{""text"": ""Which evaluation would you like? (e.g., accuracy, confusion matrix, AUC)""}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",0.82
How did the training go?,"{""text"": ""Would you like to see accuracy, AUC, or the confusion matrix?""}",[{'text': 'Do you want to perform Training Manager?'}],1.48
Can I get a summary of results?,"{""text"": ""Do you mean a performance table, confusion matrix, or something else?""}","[{'text': ""Sure, here's a summary of the results of your EEG data analysis.""}]",2.14
Give me model output.,"{""text"": ""Do you want to export the model output or view evaluation metrics?""}",[{'text': 'Do you want to perform Export Model?'}],0.76
Check the result,"{""text"": ""Would you like to see accuracy, AUC, or the confusion matrix?""}","[{'text': ""Sure, here are the results of your query. Here's a summary of what this software can do: It can load and pre-process EEG data, train various machine learning models, evaluate their performance, and visualize the results to help you understand brain activity.""}]",0.65
I want to see how it performs,"{""text"": ""Do you mean performance table or confusion matrix?""}","[{'text': ""Sure, here's a demonstration of how the software can be used to visualize the EEG signals:\n\n1. Load the data into the software.\n2. Preprocess the data by filtering, normalizing, and resampling it.\n3. Train a convolutional neural network (CNN) model for classifying the EEG signals.\n4. Evaluate the model's performance on a validation set.\n5. Visualize the results, including saliency maps, spectrograms, and 3D saliency plots.\n\nBy using the software, you can gain insights into the functional connectivity of the brain and explore how different brain regions are involved in specific cognitive tasks.""}]",1.23
Can you show test results?,"{""text"": ""Should I show a performance table or confusion matrix?""}",[{'text': '...'}],1.22
Can I see the saliency?,"{""text"": ""Which saliency plot do you want to see? Saliency map or saliency topographic map?""}",[{'text': 'Which saliency plot do you want to see? Saliency map or saliency topographic map?'}],0.93
I want to see a plot.,"{""text"": ""Which plot do you want to see? Can you be more specific?""}","[{'text': ""Sure, here's a plot of brain functional connectivity based on fMRI data. Please note that this plot is for illustrative purposes and may not reflect the actual results of your EEG data analysis.""}]",0.50
Show me the visualization,"{""text"": ""What kind of visualization do you want to see? (e.g., saliency map, spectrogram, model summary)""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",0.86
Can you display something 3D?,"{""text"": ""Do you want to see a 3D saliency plot? If so, for which event?""}",[],12.15
I want to see event visualization.,"{""text"": ""Would you like a 3D saliency plot or another type of visualization?""}",[{'text': 'Do you want to perform 3D Saliency plot?'}],0.62
Visualize the data.,"{""text"": ""Which type of visualization do you want? (e.g., saliency map, spectrogram)""}",[{'text': 'Do you want to perform clean plots?'}],1.39
Give me saliency of one class.,"{""text"": ""Which saliency plot and event do you want to visualize?""}",[{'text': 'Do you want to perform Saliency map?'}],0.92
I want to see model visualization.,"{""text"": ""Do you want to see the model summary or a saliency plot?""}",[{'text': 'Do you want to perform Model Summary?'}],0.57
Can I see activity over time?,"{""text"": ""Would you like to see a saliency spectrogram?""}","[{'text': 'Sure, you can use this software to create a time-series plot of the EEG data, showing the activity over time. You can use this plot to identify changes in the EEG signal that may be associated with specific cognitive processes.'}]",0.54
Plot brain activity.,"{""text"": ""Do you want a saliency map, topographic map, or 3D saliency plot? If 3D, which event?""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",0.85
