User Input,Mapped Function,Model Output,Latency (s)
I want to epoch the data.,"{""text"": ""Which event do you want to use for epoching?""}",[{'text': 'Which event do you want to use for epoching?'}],1.21
Epoch it,"{""text"": ""What event should be used to create epochs?""}","[{'text': ""I'm afraid I can't perform time epoch without event number, please provide more information.""}]",2.20
Can you segment the data into trials?,"{""text"": ""Which event label should I use to create the epochs?""}","[{'text': 'Yes, this software allows you to segment EEG data into trials based on their timestamps.'}]",0.48
I'd like to split the data into epochs.,"{""text"": ""Please specify the event you want to use for epoching.""}",[{'text': 'Which event do you want to use for epoching?'}],1.71
Do epoching please,"{""text"": ""What event do you want to epoch the data on?""}","[{'text': 'Sure, the epoching process divides the continuous EEG data into smaller segments called epochs. This allows the model to be trained on a subset of data and then evaluated on a different subset of data, resulting in more robust and accurate models.'}]",0.76
Can you do epoch segmentation,"{""text"": ""Which event should the data be segmented by?""}","[{'text': 'Yes, the software can segment epochs of the EEG data for training. The user can specify the starting and ending time of each epoch and the software will segment the data accordingly.'}]",0.51
Cut EEG into trials,"{""text"": ""Which event should I use to define the trials?""}","[{'text': 'Sure, you can split your EEG data into training and testing sets using the provided functionality. The process involves dividing the data into two separate arrays: train and test.'}]",0.57
Epoch the signal for me.,"{""text"": ""Please provide the event to use for epoching.""}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802], 'start_time': -0.5}}]",2.40
Let's do event-based segmentation.,"{""text"": ""Which event would you like to segment by?""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.24
Divide the data into time windows.,"{""text"": ""Are you referring to epochs? If so, which event should be used?""}","[{'command': 'Time Epoch', 'parameters': {'event': [0, 0.1, 0.2, 0.3, 0.4, 0.5]}}]",1.84
Can I see the performance?,"{""text"": ""Do you want to see accuracy, AUC, or kappa value?""}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",1.12
I want to know how the model did.,"{""text"": ""Would you like a confusion matrix or a performance table?""}","[{'command': 'Model Summary', 'parameters': {}}]",3.93
Show me the evaluation result.,"{""text"": ""Do you want to see the confusion matrix or performance table?""}","[{'text': 'Confusion matrix:\\n[[0.8, 0.2]\\n[0.1, 0.9]]\\nAccuracy: 0.89'}]",1.22
Evaluate the model for me.,"{""text"": ""Which evaluation would you like? (e.g., accuracy, confusion matrix, AUC)""}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",21.22
How did the training go?,"{""text"": ""Would you like to see accuracy, AUC, or the confusion matrix?""}","[{'command': 'Training Manager', 'parameters': {'plot': 'loss'}}]",1.67
Can I get a summary of results?,"{""text"": ""Do you mean a performance table, confusion matrix, or something else?""}","[{'text': 'Sure, here is a summary of the results: ...'}]",2.71
Give me model output.,"{""text"": ""Do you want to export the model output or view evaluation metrics?""}","[{'command': 'Export Model', 'parameters': {'filename': 'model.h5'}}]",1.67
Check the result,"{""text"": ""Would you like to see accuracy, AUC, or the confusion matrix?""}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",0.81
I want to see how it performs,"{""text"": ""Do you mean performance table or confusion matrix?""}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",1.28
Can you show test results?,"{""text"": ""Should I show a performance table or confusion matrix?""}","[{'text': 'Sure, here is a sample output based on the information provided: \\n\\n'}]",2.97
Can I see the visualization results?,"{""text"": ""Which plot do you want to see? Saliency map or saliency topographic map?""}","[{'command': 'Saliency map', 'parameters': {'event': 'LH'}}]",1.13
I want to see a plot.,"{""text"": ""Which plot do you want to see? Can you be more specific?""}",[{'text': '3D saliency plot showing the brain activity during visual task.'}],0.31
Show me the visualization,"{""text"": ""What kind of visualization do you want to see? (e.g., saliency map, spectrogram, model summary)""}",[{'text': 'Which plot do you want to see? Can you be more specific?'}],2.37
Can you display something 3D?,"{""text"": ""Do you want to see a 3D saliency plot? If so, for which event?""}",[{'text': '3D visualization is not included in the software capabilities.'}],0.26
I want to see event visualization.,"{""text"": ""Would you like a 3D saliency plot or another type of visualization?""}",[{'text': 'Which event do you want to see? Can you be more specific?'}],3.56
Visualize the data.,"{""text"": ""Which type of visualization do you want? (e.g., saliency map, spectrogram)""}","[{'text': 'Which data visualization would you like to see? Choose between Saliency map, Saliency topographic map, Saliency spectrogram, 3D Saliency plot, Model Summary, clean plots.'}]",1.51
Give me saliency of one class.,"{""text"": ""Which saliency plot and event do you want to visualize?""}","[{'command': 'Saliency map', 'parameters': {'class_label': 'class_name'}}]",1.61
I want to see model visualization.,"{""text"": ""Do you want to see the model summary or a saliency plot?""}","[{'command': 'Model Summary', 'parameters': {}}]",1.25
Can I see activity over time?,"{""text"": ""Would you like to see a saliency spectrogram?""}","[{'text': ""Sure, you can visualize the activity of specific electrodes or brain regions over time using the software's visualization tools. You can create saliency maps, topographic maps, and spectrograms that show changes in signal intensity over time. This can help you identify regions of interest in the brain that are active during specific tasks.""}]",0.67
Plot brain activity.,"{""text"": ""Do you want a saliency map, topographic map, or 3D saliency plot? If 3D, which event?""}","[[{'command': 'Clean plots', 'parameters': {}}], [{'command': 'Model Summary', 'parameters': {}}]]",6.18
